Fecha,Título,Enlace,Fuente,Término,Adjetivos,Sentimiento,Palabras Clave,Dominio Limpio
12/12/2025,"Abelardo de la Espriella estalla contra la paz total de Petro, dice que es un “fracaso” para Colombia y lanza dardos a Iván Cepeda",https://news.google.com/rss/articles/CBMijwJBVV95cUxPWVlPdnNNUFJ6QnFDNWFzS1JncGR4RGh3dl9jZXBxdXlrUDdkYnJuc3JhWkpOX0xzVndKcU9HcUVxVUYySlU4SDB1Rmt0XzJqSk9yRDdXWWRvc290bUh0ZUNWQ2lWeF9GYmJWSHVRSjkzeGlYdzNBS0hZMDg2RUVQRG5YS1BnemxNTVZhb2lQNlMtM2w1WEkwb0lLSXEzTFJGSEpJcTY4NEVYZDd5X3dYT3lWQXFGNU5kSEJVWF9BTy1URXVJOHd2azZPaFc4NUZQZXJiRVRPb01KRmFZczlBVHpBLUd4OEtaUExIdTVVR01OSlQ3YWd4a3paa1d4cHlzLXZZYnVwa3JranBSYzRN?oc=5,semana.com,Abelardo de la Espriella,"['estalla', 'total', 'dardos']",Negativa,fracaso,semana.com
12/12/2025,¿Por qué se borró la biografía de Abelardo de la Espriella que estaba en Wikipedia?,https://news.google.com/rss/articles/CBMirgFBVV95cUxOOVQ1dTRMNHFhY2VwNlVhdXVYRlN2N2p4OExKZkJnVmZiZEplZ3Y5OF9Xb3I3QlNzVy13dTNxbGpibFBGM08zczFodFZNVnRFa0lFNGxpR0QtZ1RwNDR4clU4QVBTVUM0TmhZdmtCUmdfQmpIRVk3MzQ3RnlEV0dJY05wRXNYanoyU0FnZEdRYmlOU0tuZzRtS09yWlBHc3dFRE5rc2tLbmFYVk8zTHc?oc=5,las2orillas.co,Abelardo de la Espriella,[],Neutral,,las2orillas.co
12/12/2025,De los estrados a la tarima política: el ascenso financiero y mediático que impulsa a Abelardo de la Espriella rumbo a 2025,https://news.google.com/rss/articles/CBMi_gFBVV95cUxQRF82dnVGcTQzWlJNYUhuVmtMcEVfWjJ6VHFfX1VpYVdjc3F3UW5LQ0RHQzhWWGw2Tk1zb05xT01IV21KUjN3VEZ2NFRFaEE4cFZfWlVIclR5WUJrS1FBZU9ObkdOM0ZuWDZBZzJ0dGJvWUFFdFA2amtoR1BrMjFrMVBFQXZpd0FaQk5jOE1wVHZLZGxaaEhyMFdCZzNZRl9CYTBJUEN1S2x2bWEwN0lwREtOUUZGVzdMUmpBM1h0R1VsTFpvcGZnUnhPXzVTbEtLaVBpNzdMdF9KSW5OZERvZlFVajlpcFZHT1FObUhXdThzaTZtbTdHSTRGRXZMUQ?oc=5,diariolalibertad.com,Abelardo de la Espriella,"['estrados', 'tarima', 'financiero', 'mediático']",Positiva,impulsa,diariolalibertad.com
12/12/2025,Estarían ofreciendo dinero para desprestigiar a Abelardo de la Espriella en redes sociales: su partido presentó una denuncia penal,https://news.google.com/rss/articles/CBMihAJBVV95cUxNNjUzU1ZyaGpRU01xcWlfSVJydzh0aHpCQ0F1Q2ZTUi15NXhhZTctYXdYNmp5TjVHRHZ5X3pkLWo2YXYxbHlIRHI5bFQtZXowRkhZV0xTWWxma3BkRDlpQjFoMVVqaGlqUF9JOW05ZjVGblAxMHFIX2tQLXVENU1BTXFobWRiQkZzdEFSMm5JMnpfVlFEUFNKQl8xZWtWS0o5TWlYZmlKY2VwNEVEeENpWUE1ZWpDUkN4MnpBTDdCem5ucERtUHZLUWZyRTVubEpxLUNJR2RvQXR4QnI3NGJCbU1RdnlZMXpLT0pRamNjS094dFIyZmhlZ19XSFo4UjE0cUpJRtIBnwJBVV95cUxPUkI1ekVZcWx5SG1MTE9JakktQjRtc2FXUDJqZjl3WTNCenZpc1hnTUJycGprbTE5ck51c21rQXpSejhOelFuZWRnMWI0ajRUdnVCOFNVRzlUT2lTN2VfSmNRNERub0F4ZTdkazdRQ0I5VHRDR3lmSlhwSW5ybnRKalg2dzhReXNDc2RDM1NUdzQ5Q2k0Ri02ZDVVQ0tKTDdKNUVPblBkM2hWbHQxdVdtd0pNZ3BucmdFa2ZpTUk4d2x1a2pISXJSd1YySnB3MkI3Z2JnMy1mZnVwZGJZYTI3RW1DYlRYaVN0MV83SVc0ZGFLbUpUV1EyYU5YUld1ekVzTElkNHdFeDVpM2o4Xy1YTXZGZEFObzBXYzhsR3RaRQ?oc=5,infobae.com,Abelardo de la Espriella,"['sociales', 'penal']",Negativa,,infobae.com
12/12/2025,Álvaro Uribe pasó de promover la 'megaconsulta' antipetrista a tener dudas sobre el mecanismo por la 'dispersión' de la derecha,https://news.google.com/rss/articles/CBMi-AFBVV95cUxOWXBzb0VCX1ZORldZUXZURFNrUDN2Rkw4M0dpWGxEZXh6c20tdnA3YlEyX1RZSUoyMW1FUGZQaVI4X1V1MXI3QTc3UWZXWTVveUxaZ0YxOUF1WGVzMXBxdldxVWRNa0Fua3g1R2UzNHBGR2xraDJfZ19UYWxEMWJTczA0VGxwYkVfX2otcV80THRFbnpoellENElXQ1JmbzhDX3F5WV8yZlZibXdkYnI4alNseUprWWJ0d2ZGTDV4NzJTcm5TWERaM3gydjQxQVVEOHduZXlzUTZCbWp1aFFvNkw5Y29YNFZITENOdlV4ckhPVHp0NW9TetIB_gFBVV95cUxOelZuWmQ1dkY3SUtvMENCY1BSTmNqLUUxQTZ3R1g1aThUMFdtb2NRLW9yZmZscGNlT0JCY2NqYmp2OWo1aGZwUzU3dlJvQ1lYS1lWLVFMYlhHX19kSUdSbEo5Y29nNXlnWTNIRHQtOXpyWjFrZlJsMU94UTFOaTNCNHBhZGR3dWMwdk95V0xBNWFjMFktWnplS1dCUXRUMTJiY1ZLSFZqclE2WEhTaV9jQzZiRHM5bC0wNG0zVk8zNU00Z3pKWmdSRm5ndl8teXNVcWdweXUyZk9fQ1djbzJ4ZC04S3dKeTBLeVJjclU4eEc5UC1yOUtLb2RyRGJrUQ?oc=5,eltiempo.com,Álvaro Uribe,[],Neutral,,eltiempo.com
12/12/2025,Entregaron tierras a campesinos que estuvieron bajo control de una sociedad del expresidente Álvaro Uribe,https://news.google.com/rss/articles/CBMi5AFBVV95cUxOX1g3UUFMRi1KQzRoNHdlRk5xMlZ6MFJUMld4QnRfYjVHaWluMlJ5WVYxTXhuUlZyS29yeFhJMlFQZ3VnLWRGclNxcnoxUXF5SVMyMEpsX1RORUQtWGNMS3dSZldWU2otMEs3NWdNMFJmekc0dzRoR0xXWHR5M09LWFpkRG8yeXJIaWxLY0ZZS3pnOTlGU0FjRHIxd2t4aGhqQ2JMWUxxN3FXclM4eFJtQ2xGVFRlM0F0N1J2T000WTlRNG9YaW85azRDMDR0SnJhYU1WQmprYmR0eVAxaERUVVRDT2_SAf8BQVVfeXFMTU5iQzZEWlpJS2ZiUE9wb1lCR2ZKNFJVRU1OMV9QdzN5S1gxbm52cU4yS2QxSnlXTktPZzdHbWkzdFB3YmNUUzg2YktIbVBNZ3JIUFZHT3VUWUpKUUNybEUtS1YzUjR3a21SRnQ2SkswM3VHTVFxSTBQZDBiVlM3YkhIdUh4N0lUTWZDTXBBQjduajZ1WjJwc1R5NExrRzI3QWtsWDIxbGZIZEg2TXpSZ0FOUmVneW5NV2R5ajZRQV9WWnB2R1Q0N1pSM1ktTnZWOVpvZ1FBSUxaZzZJdldLUncyV0FPdWRtYmZ6NDVQMmZieWFLNFVOVTZsTFI0dlcw?oc=5,infobae.com,Álvaro Uribe,[],Neutral,,infobae.com
12/12/2025,Álvaro Uribe se pronunció sobre un eventual asilo político para Nicolás Maduro en Colombia: “Es un problema grande”,https://news.google.com/rss/articles/CBMi7gFBVV95cUxPZFhYWGdUWE16S1ZlOHQ3Uk9fQ1VTVnk2Z21VNEJabVFJYmU5OHM0XzdOLUJ0M28zTExPOFdLNDRvemVYRHJObVBNRFBvTW9QdEpQaHlULVlfenFyVGVmek45Tm5KRUJDRlZJcXIzM19GRkZ0dUZJZVE3OEwwYnVMb3NwT3RqeTNDX0IxSDhhdEl3dE92OTluZ2VUXzl4SHgwV0ZVRF91bG1kVVk4Vm9DUEV5RG4xX1lDak5tOTE2SXlWNHVGMVdrTHFKNHFjVEIzcm1yVVJ5SFVxa1Jtd0RyektiZkdXeWtCVDkwYWF30gGIAkFVX3lxTE9fNU1oSVBnTlJ3VnJfUy05b1VWSUpQTG43Umw5a3VZTzlHdmhtcXNqSjdZWlc4WExyT21Xc0xpZ09Balh0Y0RWNVBZd3dCYlYtM01ETUN1a0tLdDBMNHJRd2RlUGMzamFyT3FOX0Z3ZHBtaVQ2dGJWSUh4XzVScURSWHFnRy1CVk9ySE8xNnRuenp5RVdDcFFCMFJMWlFTS1FnemtEYjNiSVhnZVU3SG9fY3BfaDZTc3g4R2EyVGxuZHpXTkppTlcwUEROS3NzcVZLb1prbzhOaVI1X1J1YWJoc2RyMHJrbk93UVRHWng4YlJlVTA1NXYzekswWnF2eTJLazZfZ1U2LQ?oc=5,infobae.com,Álvaro Uribe,"['eventual', 'político', 'grande']",Neutral,"problema, duro",infobae.com
12/12/2025,"Con más de 1,5 millones de firmas, Aníbal Gaviria oficializó su candidatura presidencial ante la Registraduría Nacional",https://news.google.com/rss/articles/CBMiggJBVV95cUxQYjlfRldYeE1xNlNTWEFlZ1ZlWjEtQnpBdGd4alktazl1M3RrS1BqNVZtV0g3NFNyb0lRdy11ejNOYXo5X1p0Wmt3NGVhNzVUQWZoMFdYTlBJLTcxR19KV3VDdWhpWUtudHdobFlPRTk5VGRSOWI5c3ppTDQ3czZ3aVJXNkdCbTB6MFJaWTRBaWIxNHlVd0thcmJ5RVB6RkptU1hLdnVScjFRMTIzQ3drZ1FFdk0wWnN1NFlfMjlGdmxqejM4ZjNlbWF5bTlhRUVIUUhuMEpFVFZDMDc0NHNZaVNyVUpweVBhWmFKeXNPUmY3ZlBGbnRRYmF0U0FuYTA2MVHSAYcCQVVfeXFMTnVlRnFYV0NsX2hnZG9SeWphS21qTTFQdjZTTWhleVVZQjQ1WG5rRkRWNy1CbTlvaWl0OHp3V3FtSkZVQTY2SE1QX2tmNUdjUFZDdVIzeWY1WExNWmN1Mkd2MDZmbEpiMF9uRlViV2EyeVljV2YzZzZicTl4T20xTkI5QTh4SkZCcWVqaXA2M29Jc2MzWXJ6eVl3aXVKUTEtVlU1UTM0VXJxZk1JQURWRFFHV0VQc0R1c2tlVWNIakxtZ0NUdWRkeWs2WEVmWGRsSDNIVEN1WGdtQ1lyLVRZRGRVNDFwOU9RT0FXdmtKZGhCdXBpYmVKU0R0c211UDZhNXpvS1FfOHM?oc=5,semana.com,Aníbal Gaviria,['presidencial'],Positiva,,semana.com
12/12/2025,"Aníbal Gaviria estaría explorando alianza con Luna, Cárdenas y Galán para consulta en marzo",https://news.google.com/rss/articles/CBMixwFBVV95cUxPMzBaaVlWQ01sYnFRQkhNT0thSTV5d3dKWVJWRFJ6a19UX3dTT0tDcFhpWHpJclVjVTVrTndEeXB6dzZPZDZ1SE5ZNW9mNndDTTBONE1LMmJ6Z21mTzJoTS1ZLVRMSDJmdTVkQ21VNVBPemFDM3RyNzhDV1NPZUVReldwdk9GNk9KdDY2QXVZUXB4RkEwLWRGQkRFMTZ0aER3Sl9aczBFT194Y2FpZkc3U1NVVWZ2SW1tZ2VDTW9qUUdaX0FtejBV0gHbAUFVX3lxTE9oNEIwOVdsMWZQMGs5VDg2OFBhbHV1NVdtanpCYl8tWEk3WmFhaDNCMGlHWUdObG5JX3JjazFFcmlqR2hTMVNtY0NqTTZmbDdTUW5CYWxadnIteGR3LXpvTTNRc0F0b05KXzlBMzhLZGxkM3AtQ21MMlNVS2w3amYtejFDa19BaTFyQ0dVcVpXVUQ0bmFxeTNPS0VmWmQwUGNjSHg1TzM3YmR5ZUV5OURRdTM2angyZUt0YzdYNUxpNVlXREFFTDR3ZFZxaHh2UmhBbUNCdkJvVUMxSQ?oc=5,wradio.com.co,Aníbal Gaviria,[],Positiva,,wradio.com.co
12/12/2025,"Aníbal Gaviria radicó sus firmas, acompañado de Cárdenas y Luna",https://news.google.com/rss/articles/CBMiogFBVV95cUxPeWFmNEdBbDlnbm0zSmtkMmNzNW1ybUpyb0ttTUVnWVdiQ2RHblVuelNhcmpzakVSOWZ2SXpSSkxGcW1NTzVvRmJ2ZDdadDhBc3o5LWdHZHgtOUticGdscEJXc0w3ZVZpc0Z2QXBlWlZwel9ROC1zVG45TEtpcm1tNWYwREkwMWs4VzFjb3dKMDNUQ18zalctVjBaN1EyeGZKaGc?oc=5,lasillavacia.com,Aníbal Gaviria,['acompañado'],Positiva,,lasillavacia.com
