Fecha,Título,Enlace,Fuente,Término,Adjetivos,Sentimiento,Palabras Clave,Dominio Limpio
09/12/2025,"Abelardo de la Espriella estalla contra la paz total de Petro, dice que es un “fracaso” para Colombia y lanza dardos a Iván Cepeda",https://news.google.com/rss/articles/CBMijwJBVV95cUxPWVlPdnNNUFJ6QnFDNWFzS1JncGR4RGh3dl9jZXBxdXlrUDdkYnJuc3JhWkpOX0xzVndKcU9HcUVxVUYySlU4SDB1Rmt0XzJqSk9yRDdXWWRvc290bUh0ZUNWQ2lWeF9GYmJWSHVRSjkzeGlYdzNBS0hZMDg2RUVQRG5YS1BnemxNTVZhb2lQNlMtM2w1WEkwb0lLSXEzTFJGSEpJcTY4NEVYZDd5X3dYT3lWQXFGNU5kSEJVWF9BTy1URXVJOHd2azZPaFc4NUZQZXJiRVRPb01KRmFZczlBVHpBLUd4OEtaUExIdTVVR01OSlQ3YWd4a3paa1d4cHlzLXZZYnVwa3JranBSYzRN0gGUAkFVX3lxTE5EUnNYbWd1blZSVUV5MHpHZ08za3QxTGxvR1pGdFcxc21WcWp1ejlGT2lwQmJOUlJQN0x1LTQyWGV2eS1XQThNbV92UzZRbEVzX2t5RHd3cEVCTzYwRncwM3lkeGZaMXdqeW5URGIteGFNcl9NZEhpTTRPcWtlV1VLVGI1SFZrM3JtNFlTUXdkNmZWY2pwNkhERUtyQjVrdWhDekc0T3JSVS1heGo5R1NseU8tZWEyazNTX2Z4NHRjanJ6NU1iNnBKVWJ4QzFpZjRQdHg0TmhIUmtKellmNzUtam9JV3NEYy1WWmtQZG1ZN090UkJhR1JDOFY3WWhsb0ZNWlV2TjBXT0J4UG9Ga1lFWjJOUg?oc=5,semana.com,Abelardo de la Espriella,"['estalla', 'total', 'dardos']",Neutral,fracaso,semana.com
08/12/2025,"Juan Diego Alvira le sacó las garras a Abelardo de la Espriella y sus seguidores, tras ser atacado por entrevista",https://news.google.com/rss/articles/CBMi-gFBVV95cUxOTkJGNUVKQi01UDlfMW83WUQxYXdiN2pPSUhxSHZoZWJ5UFNzUzJEY1gteHpLdlpXZjA4blNmTGdOYkFxbXZCZlBNdU0yaGplZkxnajRDV0ZOclluRU16WXVrTURwQkNJRzI1THNDS19YTjdySW54MWlxVEpONE0xOXNlcGtjdHZVekFBZkIyZGlZMzR0YUNKdTJVbE5xdVFMVVN6azR1SlhEMk0ybkJ0YlJ5OU5xZVpDRy1zZnBEVjBscFhjZm0wd2txMk1GZDFSVHU0TVpNelVfNWUzbEdiYlNZcFdvN09adlNSbzQ1TUk3SllwZXgzNXVR?oc=5,publimetro.co,Abelardo de la Espriella,[],Negativa,,publimetro.co
08/12/2025,Juan Diego Alvira respondió a las críticas de Abelardo de la Espriella: “Los periodistas no estamos para caer bien”,https://news.google.com/rss/articles/CBMi7gFBVV95cUxQbHNwVzh6b3dsZkFMWjRwRlBTNDNMRG9ydlN5d1B5NWEzMjNDcnh6VUNKaHhmSUFIbkRxQk4zUWpONzNfeUg2c2dMd01DNGxDMkpWSFpoTWhnTDVfSkpOcmJzendaeWUtb29udFZGWFVKWmhXZkZmWlZqUkRBQTFzNmdWQm1nZ0Y1bU5pX3VPeEVZVG9qaW5VZkQzSXJNT1VhbjZOV1g0cVRyRUJHTy1Xb0NKc0RTRFMwYnlDR0RrbW1RTjdkOVAzWWxDWkREUVlHYTdVNURvV0czWkNPMnVQc3JyVWxSeGRfY19NbWVB0gGIAkFVX3lxTFBrdnM3YzA0RXB6NGJ4WVRlRkNBRFdnQ1lCZFo3TFhfMXN1TWk5eUVPbTNzT2N1dm9OcDhBVFZTN09xZTcta3N5M3pyb0tNQXVPTGZVMW5iazNmUlkxanhHaS15cHNaaUdDMHFCRElTUWs4MU1nYnA0SmxSU3RWejZ3Z3FUeVFvTjJhQW8yWHFJZ2hVVWNVcUcyM0Q0azhpRVJFcWtSRWxXRHgteDZqeVNmbEVqcmgzWFNia3BHaWJIVVlRSFJiazhLRDJoblFFeUotNVpVTEdtTXhRQjFtUFlyOTBKWHhzVHprVURxbi1sSjVYSGdDWTVqMWNZdkZLVjhKMi16THdDSw?oc=5,infobae.com,Abelardo de la Espriella,[],Negativa,cae,infobae.com
08/12/2025,"“¿Quién odia más a Antioquia, Petro o Cepeda?“; Uribe se terció el carriel y salió a defender su región",https://news.google.com/rss/articles/CBMi3AFBVV95cUxNekI0dWNHdi1LM1VKZDQ3MHpxeXRkWEVzVW0ySE13WGwxeFBxMW9zN2QtYi1RVll0cTd1OFlyVEY1RV95bmgwcGFOR0xsbG9pdy10eW91TXhQdnN6R01FOGs4Q0tDRzl6eXBaWURnejFPRmlXOE9zVjRPb0R2Uy11d3Vkb1BhUG1GNWJKcWFsOS02bUV2YTRDM3p5TlhhLVFDc0dTb2dncUk5U3VWelc4dHJrT3lnaTdOeDhaWlRHeFlYSWtyRE1oLU5WTmw3M2N2M1JuZ3hGU0pkZ2tn?oc=5,publimetro.co,Álvaro Uribe,[],Neutral,,publimetro.co
09/12/2025,Expresidente Álvaro Uribe volverá al Senado: Centro Democrático definió sus listas,https://news.google.com/rss/articles/CBMixAFBVV95cUxPS2tDSlpyRW5XdUZzc19pd1FRQ01fQVNMdUZiLUx5OGhTSGx6eDNlV3dHVWk5SFIwY3pUNE5Ld09KZFhfMHJ6V2NIZC1DTHZILVFGTWJWZ1ZLLURwWmtFX2otSjU0ajM2bkVaVlFTS0hILWRnUm15Q1pKNnh1X01CSklMbnNRc0R0WGN2QWlLeVpGZzAyNktFZVlOMjNrSmRDWHdOekxDVFRCTHhmN0pSQXA1dlY2UVRheDFrb2pnTE9qekZv0gHKAUFVX3lxTE16S212U21GQzhJN25OeHJoSXh2bHZHTlhBZ2JINW1tdnhyZ0ZISDRtSkUzaGNlMXlvdVJpUlliS1ZEdjVQQXBXMVkwaERHOC14S2RGanZqWFBRZ0g5RXFldWtLbHhLV0pFRzU5R2tGTnV2bW9PLXR2U2p2VHJTRlE4cDVaa0hQUWRxQVc1aHZsY3hxbGlOOEcxNkNhdDBZUnFEdjFjLUlFY2NaRmhXSHlGazdCMFFSSWNHcjk4TGNadEp5SFRGTnFrVWc?oc=5,elpais.com.co,Álvaro Uribe,[],Neutral,,elpais.com.co
08/12/2025,Uribe presenta listas del Centro Democrático con nuevos liderazgos,https://news.google.com/rss/articles/CBMisgFBVV95cUxOeXZxeHlWSUpzaTZOSVZVblFfdEZpdndOZ094YUJxTnNWSXNETkFDaXZpQzFucC03X2hicUZXSmZHcFVVNG9uMmJCTlp1UUpFWGQwWlhSZkc2X3lmM2pQOW8yVHlTSU1qeWM0azlhZGFfUFdPN3ZOQ0RBdlBTLWtHdVVqSFF0azEwWXRRVW9CNFZCREE4TEhfNHVPWE5VeExFajJIekx4bjZQZk9fekV3c3ZR?oc=5,elnuevodia.com.co,Álvaro Uribe,['nuevos'],Neutral,,elnuevodia.com.co
08/12/2025,Álvaro Uribe destacó a Andrés Forero como cabeza de lista del Senado para el Centro Democrático: “Gran defensor de la salud para los que no pueden comprar póliza privada”,https://news.google.com/rss/articles/CBMitwJBVV95cUxPT0pVUWNZcWU2MmtqajQ3Y2NSR2l2dnUzZHVfZUVQZTVWS2I4Yzhxck1QNDNLSy1waDNTbVBMdS0zMlRwcUl4N2ZhMUJkMXVxN0Q3a0NGdFFBUnhoQjVLNnZmTmRKSXhscjFxYi1xXy11T2V6T0RmbGlQSnB3eTNCd1J2QVFjdXpSR2hYV2FDZlZvQzJtbVlxWlNMakEtZVlzV1NKU0s4WlFldHBwOE1qNW1BMElBRE5kZUJPN3RfT3lkVTRqY0pOUzdTQ19TczU5a1pXRG9DajJzY3pPeElRV0tMR0hiSVRGd3FRTXU1R0ZENUp0RjBrdDFoYmgwX25vU19ySnRTaDY4UUlMemQzcll5YktjUGpvQ2diSkM0aURHaVZNMlppMmVaUGU4OERwcVZzeGtob9IB0gJBVV95cUxQMGNDSWVSb1N1dWt2YnAzZGpHVXdYRE0yUTVtdWxNQUhFb2wyX0pYUGRzaG9sWjY5SzE3NnZBRXpkQm5RS0toWWFVUk81Rzkwc3pvM29UWmIzWU0zLVlaNnFGWVkxMWVNMUg1MndqZlBKZXVJb2FXel84andsNllnNFFvR1dLVFNTMEpxY29Ca1Q1Y3p4Q1hDNzBNSWFtenU4MVRXWWZfcGdBSFlmX0FqbVFkUFBpVTBSUEhfenpsUmdMRHZNdHY2SzUzVkVYa0dvTGE5U0RYelRnd2tJd25UTlpJczlmM3o1ZkFsMXVkR0pUOE1zV01MUUdFa2NtYUxOWFF0UkdZUE1PbC0waVM3Y0F3NEwxdlVWUGFzdjFyUWxGdnlfRzVXOHNVLS1HX2IwNlh6WFNiM01LNWhKT25wZ29iYV93WVBISFVpQVNDbGtIdw?oc=5,infobae.com,Centro Democrático,"['Gran', 'privada']",Neutral,,infobae.com
08/12/2025,Jessica Cediel reaccionó a críticas tras fotos con el expresidente Álvaro Uribe Vélez: “No pierdan el tiempo”,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNdFpmdEtCUk4zQXBmOThRMnZMaWcycl9Ec3Vody1qV0huc2xqMXFZazhiVUZPbUlCYk13Sk4xOFdGRm5jbzB0XzBScGlabzgySERydTBtSk9BdkVvbmpYcjRHV1RFdDJLLUhaRHRycVNBbVhMUlpid3pzUG03b3VELXZjWVI0by1yRDNVNWlOZTRvalU1dFYxbUZFbXNjNG8zUnlpY2ZPZnN5YmFOcmVsN2VrcmctMjZCNS0xQVM1ZmlGZzJ1ZkhNNG1uQy1tYjh3MTNxVTQ5aE9Rd1hqUEM2dDU2YVcxSEnSAewBQVVfeXFMT3VKOUVjWFNOdEtCNWFpUDhqY3dHSlBzS0pqbVNNRDhwM3RMcERNMTFNNi13d0pOVWNNcm1jVGkxY2dhZW1hLTRPVTNrTGZzREpCNktkUkZ4dkIzYmlmREY0cHZuMkltclhzbVFMUWJpS0NkM2tHZXZaaWZqLTJYQlphMkdFN1VMZDR2ZzYtcDIzY3J3eFVLck8yUmxkb0ppc0otSHQ4WW1QUkRiYklZV1RjTElfcGlmZGpfbXlCR3BsbzRES1BpTmJRQmRhQURUbFIyV3l4RDVOMHAtdGhLT2VhNk5nNXVkdkZEU00?oc=5,semana.com,Álvaro Uribe,[],Neutral,,semana.com
08/12/2025,"Juan David Aristizábal, candidato a la Cámara de Representantes por Bogotá, anuncia una agenda enfocada en el empleo",https://news.google.com/rss/articles/CBMi_gFBVV95cUxOMlpfRlp2ZEFrXzNOaWhYQ3V6MjUwUzZjWnFUUFBoZk1WRXEtM1hodXRRTUhoWVBpMnVhd1RlMWNuX1djbHhXSS1sbVJ1YW8yS3VJdWpHaWI3RHlIbi1Ea2RoUVZrcWRZSVh4V3RTcTV6X3lvWVVjMi1wTDNYY3I2OW9QM1pLbjFZZUdidnZMSkdwTTZja2h5bm1fTTUxblB1ZnptZ2hvM1o5c1lKV0NEajdTU0NIYjcteTY0Wnp2RXhZaTEzakVibTFkR3BVZUNVYmtxRllLYndFUlA3Mlc4blluWGVZT2o3dHA0cENvcGVBMHJzSG9idzJWTGxzQdIBgwJBVV95cUxOcjVPQTNWUlN3UFd4QmpHNThTY21fQ244d0E3VFpycmF4dlktZ0pZcXVTQ3F4enJJTUhuOWdwUkZlUC0yUVRObDNGV29fMnlOcjdZeW5IMWRCQ0F2cDJpRm50WmR5Y2NobXFGS2VPUHh2VDdaZ1lBVFJ2ay1jbU5CZnZHbTlJZko1a3RIUVJxZ1M2TUh6OVQwQzBoR01tWHctQzRCZW5HVTdQRkVTWGxSUXowd2xzcGFmMi02YXhoUVpvQUZVRjNQQWRBMTV6TGk4alZzMnY0SVI3QjU3Y0xBalh6Zzl5OGNUMWtJQ0hlLThmalJyUHIyUl9pY3J2RnVqamVj?oc=5,semana.com,Congreso,['enfocada'],Neutral,,semana.com
09/12/2025,Así quedaron las listas para la Cámara de Representantes por el Tolima,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPTm5taTVQZjNpVFRqYno1ZHBwUmRDbWpKTm13eTk2OUxJQjlVcnpoWm5GZXBwYUlua3ZveEhvX0wtR1NaS2trS2R1bXBPOUYwc0kyNHh5ZTNoRVdndXYwYlpCdzI3ZTlDTEwtY3FyV2xqNF92N0NYTDQydXN3TURBYVdrbzJhOTROSDA5YkVwZDQ0LXNQdnNhUzZTNmNRd0ZBcl9CV1ZpZVLSAbwBQVVfeXFMTXRPOHNWNEdXd3V0NFkwMHlKZ0hUZzY2TnBsVFBFQ25rbkY0MnRXN1paOFJDZEtQWXRDMnVtd1JsRmpCVjBOUjREQ1l2UWJ0dEtlc3BKbHVlMDNrdkY2empmYkFWSUdfNm9kRWFsRWY5cmloUE1rNTRRUkZ0dWpzdjBtNklIdko0Qm9LVjYzbkY4a19rSFBlZFJ2aUhaeEJkbExsdk1KVmZqMUdQcG45ZExvUzFRX2J6clM3LUs?oc=5,caracol.com.co,Congreso,[],Neutral,,caracol.com.co
